D4_10_1;D4_10_1;D4_10_1;D4_10_1;D4_10_2;D4_10_2;D4_10_2;D4_10_3;D4_10_3;D4_10_3;D4_10_4;D4_10_4;D4_10_4;D4_10_5;D4_10_5;D4_10_5;D3_10_Ecoli1;D3_10_Ecoli1;D3_10_Ecoli1;D3_10_Ecoli2;D3_10_Ecoli2;D3_10_Ecoli2;D3_10_Yeast1;D3_10_Yeast1;D3_10_Yeast1;D3_10_Yeast2;D3_10_Yeast2;D3_10_Yeast2;D3_10_Yeast3;D3_10_Yeast3;D3_10_Yeast3;sim_BioGrid_Bacillus_subtilis_168_mixed_exp;sim_BioGrid_Bacillus_subtilis_168_mixed_exp;sim_BioGrid_Bacillus_subtilis_168_mixed_exp;sim_BioGrid_Chlamydomonas_reinhardtii_mixed_exp;sim_BioGrid_Chlamydomonas_reinhardtii_mixed_exp;sim_BioGrid_Chlamydomonas_reinhardtii_mixed_exp;sim_BioGrid_Simian_Immunodeficiency_Virus_mixed_exp;sim_BioGrid_Simian_Immunodeficiency_Virus_mixed_exp;sim_BioGrid_Simian_Immunodeficiency_Virus_mixed_exp;sim_BioGrid_Simian_Virus_40_mixed_exp;sim_BioGrid_Simian_Virus_40_mixed_exp;sim_BioGrid_Simian_Virus_40_mixed_exp;sim_BioGrid_Streptococcus_pneumoniae_ATCCBAA255_mixed_exp;sim_BioGrid_Streptococcus_pneumoniae_ATCCBAA255_mixed_exp;sim_BioGrid_Streptococcus_pneumoniae_ATCCBAA255_mixed_exp;sim_BioGrid_Strongylocentrotus_purpuratus_mixed_exp;sim_BioGrid_Strongylocentrotus_purpuratus_mixed_exp;sim_BioGrid_Strongylocentrotus_purpuratus_mixed_exp;sim_BioGrid_Vaccinia_Virus_mixed_exp;sim_BioGrid_Vaccinia_Virus_mixed_exp;sim_BioGrid_Vaccinia_Virus_mixed_exp;sim_BioGrid_Zea_mays_mixed_exp;sim_BioGrid_Zea_mays_mixed_exp;sim_BioGrid_Zea_mays_mixed_exp;sim_eipo-modular_size-20_knockdown_exp;sim_eipo-modular_size-20_knockdown_exp;sim_eipo-modular_size-20_knockdown_exp;sim_eipo-modular_size-20_knockout_exp;sim_eipo-modular_size-20_knockout_exp;sim_eipo-modular_size-20_knockout_exp;sim_eipo-modular_size-20_overexpression_exp;sim_eipo-modular_size-20_overexpression_exp;sim_eipo-modular_size-20_overexpression_exp;sim_scale-free_size-20_knockdown_exp;sim_scale-free_size-20_knockdown_exp;sim_scale-free_size-20_knockdown_exp;sim_scale-free_size-20_knockout_exp;sim_scale-free_size-20_knockout_exp;sim_scale-free_size-20_knockout_exp;sim_scale-free_size-20_overexpression_exp;sim_scale-free_size-20_overexpression_exp;sim_scale-free_size-20_overexpression_exp;sim_TFLink_Rattus_norvegicus_mixed_exp;sim_TFLink_Rattus_norvegicus_mixed_exp;sim_TFLink_Rattus_norvegicus_mixed_exp;IRMA_switch-off;IRMA_switch-off;IRMA_switch-off;IRMA_switch-on;IRMA_switch-on;IRMA_switch-on
Technique;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean;AUPR;AUROC;Mean
ARACNE;0.3309916720355206;0.6235555555555556;0.4772736137;0.1710165754283653;0.4489020270270271;0.3099593012;0.2771131704727659;0.5617777777777778;0.4194454741;0.3032957771409509;0.6693306693306693;0.4863132232;0.3167515046475245;0.6688034188034188;0.4927774617;0.1529322896801053;0.5609896432681244;0.3569609664;0.1851768407489128;0.524;0.3545884203;0.1546482690152746;0.6268750000000001;0.3907616345;0.4169611820960938;0.6030769230769232;0.5100190525;0.2463083332578577;0.5043449197860963;0.3753266265;0.28016855214602;0.489197530864198;0.3846830415;0.167826884908625;0.648333333333333;0.4080801091;0.561155299665737;0.771838331160365;0.6664968154;0.647666266828146;0.823529411764706;0.7355978392;0.569460163200017;0.537037037037037;0.5532486001;0.0753192777317389;0.544405594405594;0.309862436;0.330559777248177;0.694727891156463;0.5126438342;0.553437920775603;0.836322869955157;0.6948803953;0.403693042634276;0.654758261933905;0.5292256522;0.395074202668416;0.64672582619339;0.5209000144;0.251387632298387;0.569920440636475;0.4106540364;0.29161800164226;0.497277777777778;0.3944478897;0.267590733734128;0.486944444444445;0.377267589;0.312223088151082;0.531166666666667;0.4216948774;0.797267445945918;0.993421052631579;0.8953442492;0.26051524403496;0.465909090909091;0.3632121674;0.487572950947748;0.613636363636364;0.5506046572
BC3NET;0.46770186034075;0.7413333333333333;0.6045175968;0.2027977381204774;0.5097128378378378;0.3562552879;0.1936306935130352;0.5671111111111111;0.3803709023;0.2785412258258744;0.6348651348651349;0.4567031803;0.2165827091179156;0.6613247863247863;0.4389537477;0.2146088522419294;0.6116225546605294;0.4131157034;0.2157713686926967;0.4804444444444444;0.3481079065;0.2409337131744374;0.5706249999999999;0.4057793565;0.3459425211597734;0.5913846153846154;0.4686635682;0.2279730796636349;0.4846256684491977;0.356299374;0.359931201839504;0.584876543209877;0.4724038725;0.168095501701012;0.562777777777778;0.3654366397;0.591566663436573;0.793785310734463;0.692675987;0.459544152702434;0.625;0.5422720763;0.630357354017687;0.611111111111111;0.6207342325;0.0590346287597824;0.479020979020979;0.2690278038;0.475074727456874;0.767857142857143;0.6214659351;0.683049782970725;0.865751121076233;0.774400452;0.379022045220544;0.605339657282742;0.4921808512;0.347994504981454;0.581548347613219;0.4647714262;0.359525397351217;0.606487148102815;0.4830062727;0.319238780375419;0.542055555555556;0.4306471679;0.318896382710965;0.5355;0.4271981913;0.296778751862224;0.498555555555556;0.3976671537;0.525742240010033;0.740131578947368;0.6329369094;0.230447955079547;0.454545454545455;0.3424967048;0.230447955079547;0.454545454545455;0.3424967048
C3NET;0.3539580070354745;0.6635555555555556;0.5087567812;0.1822875563732913;0.4864864864864865;0.3343870214;0.2624778055613536;0.5262222222222223;0.3943500138;0.2866461331603457;0.6343656343656343;0.4605058837;0.3496722712687917;0.6965811965811965;0.5231267339;0.1599472942514954;0.5753739930955122;0.3676606436;0.1832158623813559;0.5217777777777778;0.35249682;0.1368215935520349;0.5718749999999999;0.3543482967;0.4140264142795345;0.6003076923076923;0.5071670532;0.2538326716869171;0.5167112299465241;0.3852719508;0.282849512931621;0.493827160493827;0.3883383367;0.131586808510683;0.620555555555556;0.376071182;0.505841962362012;0.717731421121252;0.6117866917;0.544277711355149;0.720588235294118;0.6324329733;0.594760139112074;0.578703703703704;0.5867319214;0.0662495278243834;0.504195804195804;0.285222666;0.330835628702509;0.673469387755102;0.5021525082;0.54558849015378;0.801569506726457;0.6735789984;0.377703295791078;0.617120563035496;0.4974119294;0.341358089881121;0.590575275397797;0.4659666826;0.23321384899224;0.538402692778458;0.3858082708;0.30921682128623;0.515555555555556;0.4123861884;0.268624809568714;0.487055555555556;0.3778401825;0.299028186068135;0.515611111111111;0.4073196485;0.522345875358916;0.730263157894737;0.6263045166;0.312383269107628;0.568181818181818;0.4402825436;0.485670064247615;0.590909090909091;0.5382895775
CLR;0.3483475505954555;0.6506666666666667;0.4995071086;0.1881214677070924;0.4860641891891892;0.3370928284;0.2693458661063784;0.5946666666666667;0.4320062663;0.2693669584198342;0.6893106893106893;0.4793388238;0.3647702690890051;0.6912393162393162;0.5280047926;0.1477150333831642;0.571921749136939;0.3598183912;0.1598893220421028;0.4542222222222222;0.3070557721;0.1724433136950888;0.5787500000000001;0.3755966568;0.3783324930186841;0.5781538461538462;0.4782431695;0.2619258144361711;0.4893048128342246;0.3756153136;0.184749559932797;0.429012345679012;0.3068809528;0.13682006416444;0.69;0.413410032;0.556106482910611;0.879617557583659;0.7178620202;0.532905233719104;0.764705882352941;0.648805558;0.583819556645608;0.564814814814815;0.5743171857;0.0751586984987515;0.546153846153846;0.3106562723;0.361086041499283;0.756802721088435;0.5589443812;0.573090444211029;0.817825112107623;0.6954577781;0.497654088330309;0.785648714810281;0.6416514015;0.447661543532479;0.755507955936352;0.6015847497;0.355843335577524;0.699127906976744;0.5274856212;0.295236855690905;0.531222222222222;0.4132295389;0.310899023437732;0.543666666666667;0.427282845;0.325231142425601;0.525666666666667;0.4254489045;0.599405822126432;0.960526315789474;0.7799660689;0.320800714512393;0.613636363636364;0.467218539;0.533068160799609;0.704545454545455;0.6188068076
CMI2NI;0.3441968089156008;0.6417777777777778;0.4929872933;0.2174503985268011;0.5996621621621621;0.4085562803;0.2491280180725825;0.6177777777777778;0.4334528979;0.342462018071277;0.6863136863136863;0.5143878521;0.3518714259922076;0.7628205128205128;0.5573459694;0.232128772264051;0.57307249712313;0.4026006346;0.2669931642307326;0.5511111111111111;0.4090521376;0.1536165128535777;0.575;0.3643082564;0.3228509519750862;0.5384615384615384;0.4306562452;0.2389925451038078;0.5160427807486632;0.3775176629;0.397252257341578;0.546296296296296;0.4717742768;0.210486349188674;0.713333333333333;0.4619098412;0.705433633220286;0.953063885267275;0.8292487592;0.944214112171448;0.985294117647059;0.9647541149;0.747286395621813;0.652777777777778;0.7000320866;0.19911549662725;0.803496503496503;0.501306;0.415332179270111;0.681972789115646;0.5486524841;0.670082981785339;0.753923766816143;0.7120033743;0.578432818647418;0.842870257037944;0.7106515378;0.483335503593894;0.789014687882497;0.6361750957;0.394543548882508;0.686429008567931;0.5404862787;0.357655607618539;0.578333333333333;0.4679944704;0.371321570648533;0.639444444444444;0.5053830075;0.357904278284712;0.579888888888889;0.4688965835;0.523769525281296;0.802631578947368;0.6632005521;0.455734378689128;0.772727272727273;0.6142308257;0.497927009543028;0.659090909090909;0.5785089593
GENIE3_ET;0.4529824293915481;0.8613333333333333;0.6571578813;0.2391801279442564;0.612331081081081;0.4257556045;0.2481969915365433;0.648;0.4480984957;0.2748511506801946;0.7162837162837163;0.4955674334;0.4153237758093465;0.8301282051282052;0.6227259904;0.1733772719215974;0.6087456846950519;0.3910614783;0.219110863585931;0.6506666666666667;0.4348887651;0.1161813217545167;0.51125;0.3137156608;0.3512500937292784;0.5833846153846154;0.4673173545;0.2876928890318085;0.5768716577540107;0.4322822733;0.380234203933985;0.515432098765432;0.4478331513;0.187619622620466;0.695;0.4413098113;0.532669680811952;0.874402433724468;0.7035360572;0.489754013700418;0.720588235294118;0.6051711244;0.635364205876717;0.560185185185185;0.5977746955;0.0529312372155259;0.421328671328671;0.2371299542;0.427537079231506;0.636054421768708;0.5317957505;0.372687993459026;0.743834080717489;0.558261037;0.541461224124321;0.829406364749082;0.6854337944;0.55664691935378;0.836291309669523;0.6964691145;0.345638498917294;0.734700122399021;0.5401693106;0.335958177785423;0.600111111111111;0.4680346444;0.393874493309687;0.622888888888889;0.508381691;0.354386471571245;0.627666666666667;0.4910265691;0.540428619202656;0.888157894736842;0.7142932569;0.413155474518975;0.727272727272727;0.5702141008;0.388090227551918;0.727272727272727;0.5576814774
GENIE3_RF;0.4500399616493681;0.8320000000000001;0.6410199808;0.2516599008133285;0.6258445945945945;0.4387522477;0.3653983954281484;0.6817777777777778;0.5235880866;0.299590517450636;0.6853146853146853;0.4924526013;0.4446688365523678;0.8087606837606838;0.6267147601;0.1636051912714987;0.5972382048331416;0.380421698;0.2391566998576899;0.6897777777777778;0.4644672388;0.1050865378455695;0.47875;0.2919182689;0.3590351822902871;0.56;0.4595175911;0.3086150976514817;0.5795454545454546;0.444080276;0.345319418616758;0.506172839506173;0.425746129;0.0990474960839414;0.694444444444444;0.3967459702;0.550360586710873;0.856149500217297;0.7032550434;0.273978841806211;0.647058823529412;0.4605188326;0.435613259642751;0.537037037037037;0.4863251483;0.0725038829212048;0.595804195804196;0.3341540393;0.299650528814893;0.641156462585034;0.4704034956;0.498683312567757;0.734865470852018;0.6167743917;0.477498989160716;0.832925336597307;0.6552121628;0.500588749341876;0.79452264381885;0.6475556965;0.318502608868073;0.732864137086903;0.5256833729;0.361060520145728;0.623777777777778;0.4924191489;0.309494137668787;0.576666666666667;0.4430804021;0.327921808159542;0.579;0.453460904;0.614623300431854;0.967105263157895;0.7908642817;0.319436633798666;0.636363636363636;0.477900135;0.665284673028685;0.727272727272727;0.6962787001
GRNBOOST2;0.3122372812063031;0.6693333333333333;0.4907853072;0.2335780423150415;0.566722972972973;0.4001505076;0.3363706685352069;0.7075555555555555;0.521963112;0.3880826189509487;0.7602397602397603;0.5741611895;0.3623488685774101;0.7350427350427351;0.5486958018;0.1389298575973221;0.5477560414269276;0.3433429495;0.3019961721700643;0.6933333333333334;0.4976647527;0.1034963500667652;0.46875;0.286123175;0.3711733543295663;0.5624615384615386;0.4668174463;0.3181983768512413;0.606283422459893;0.4622408996;0.20549536855091;0.432098765432099;0.3187970669;0.179634830163642;0.586388888888889;0.3830118595;0.376251643200184;0.764884832681443;0.5705682379;0.239055599159009;0.647058823529412;0.4430572113;0.435753829338645;0.546296296296296;0.4910250628;0.0784721939008558;0.616083916083916;0.3472780549;0.14229411776523;0.629251700680272;0.3857729092;0.290346986836716;0.616031390134529;0.4531891884;0.299733480275578;0.627294981640147;0.4635142309;0.251578518081033;0.590575275397797;0.4210768967;0.201480817360385;0.571144430844553;0.3863126241;0.326787556494229;0.552555555555556;0.439671556;0.349694706065991;0.563444444444444;0.4565695752;0.298692319951973;0.546111111111111;0.4224017155;0.165639082772373;0.927631578947368;0.5466353308;0.67144893744541;0.863636363636364;0.7675426505;0.562369776294354;0.772727272727273;0.6675485245
GRNVBEM;0.61369189876427;0.7564444444444445;0.6850681716;0.340263870635496;0.6984797297297297;0.5193718001;0.2534343582850817;0.5777777777777777;0.415606068;0.2298801348575494;0.6853146853146854;0.45759741;0.3496100977378164;0.813034188034188;0.5813221428;0.091994717230101;0.384349827387802;0.2381722723;0.1666594159883451;0.5155555555555555;0.3411074857;0.1002491591584398;0.4625;0.2813745795;0.320593229404749;0.5507692307692309;0.43568123;0.2169284989661176;0.4405080213903742;0.3287182601;0.181559759157201;0.478395061728395;0.3299774104;0.0422607870402095;0.424444444444444;0.2333526157;0.0743804079316336;0.496088657105606;0.2852345325;0.820953061968133;0.852941176470588;0.8369471192;0.452907585854508;0.444444444444444;0.4486760151;0.270087032819793;0.611188811188811;0.440637922;0.202306999251635;0.615646258503401;0.4089766288;0.0346677337230756;0.459080717488789;0.2468742256;0.14964785941612;0.436199510403917;0.2929236849;0.165281899235414;0.476285189718482;0.3207835444;0.154168292534422;0.435893512851897;0.2950309026;0.330936185558141;0.566666666666667;0.4488014261;0.338542790871852;0.483777777777778;0.4111602843;0.323230952290979;0.526444444444444;0.4248376983;0.0182999220792438;0.368421052631579;0.1933604873;0.266666666666667;0.5;0.3833333333;0.266666666666667;0.5;0.3833333333
INFERELATOR;0.3704588929574449;0.6631111111111111;0.516785002;0.2555332565563703;0.6123310810810811;0.4339321688;0.2433219133316383;0.5813333333333333;0.4123276233;0.337893254010859;0.7982017982017982;0.5680475261;0.3661841073510455;0.7590811965811965;0.5626326519;0.1868658053664071;0.3952819332566168;0.2910738693;0.2373694299405671;0.6471111111111111;0.4422402705;0.1073614303636976;0.489375;0.2983682151;0.3658422950765786;0.5618461538461539;0.4638442244;0.3138656561089689;0.5220588235294118;0.4179622398;0.368275100093442;0.634259259259259;0.5012671796;0.101860861209893;0.725277777777778;0.4135693194;0.568447611219524;0.837244676227727;0.7028461437;0.515495721487312;0.75;0.6327478607;0.636842624818171;0.592592592592593;0.6147176087;0.122559465061241;0.726923076923077;0.4247412709;0.462105332062173;0.717687074829932;0.5898962034;0.589331465133938;0.835201793721973;0.7122666294;0.594828866092349;0.81594247246022;0.7053856692;0.477299354670626;0.73921358629131;0.6082564704;0.465733386715645;0.75;0.6078666933;0.327034791197488;0.592222222222222;0.4596285067;0.336178706559511;0.531888888888889;0.4340337977;0.3005750675613;0.498055555555556;0.3993153115;0.564943115051852;0.934210526315789;0.7495768206;0.409270130693437;0.681818181818182;0.5455441562;0.380277542266378;0.636363636363636;0.5083205893
JUMP3;0.2614071390096456;0.5582222222222223;0.4098146806;0.5155087420211479;0.7668918918918919;0.6412003169;0.3688439873732043;0.6835555555555555;0.5261997714;0.2801645027836594;0.7022977022977024;0.4912311025;0.3920010061173239;0.7318376068376069;0.5619193064;0.1658224419354222;0.566168009205984;0.3659952255;0.241650959219278;0.6897777777777778;0.4657143684;0.0909587438544505;0.3687500000000001;0.2298543719;0.3261618077309317;0.5692307692307691;0.4476962884;0.3116937681636054;0.5367647058823529;0.424229237;0.166426196593556;0.342592592592593;0.2545093945;0.0518443304115801;0.513888888888889;0.2828666096;0.148252282380912;0.636245110821382;0.3922486966;0.248082727734948;0.691176470588235;0.4696295991;0.378773629740347;0.449074074074074;0.4139238519;0.0798643882683033;0.426573426573427;0.2532189074;0.0969803980923037;0.511904761904762;0.3044425799;0.0387091007831596;0.489349775784753;0.2640294382;0.263038996953693;0.65437576499388;0.4587073809;0.186969182468118;0.51438188494492;0.3506755337;0.187486398883858;0.550336597307222;0.368911498;0.385073087950021;0.658222222222222;0.521647655;0.405443316736777;0.610055555555556;0.5077494361;0.312925302117463;0.599666666666667;0.4562959843;0.0187362285940231;0.342105263157895;0.1804207458;0.256834768905777;0.545454545454546;0.4011446571;0.568476891322329;0.772727272727273;0.670602082
KBOOST;0.2324318011441773;0.5857777777777778;0.4091047894;0.2368117386428339;0.6030405405405406;0.4199261395;0.2532615194027117;0.576;0.4146307597;0.3411509871070631;0.7382617382617382;0.5397063626;0.2392554461593488;0.6666666666666667;0.4529610564;0.1739377134317322;0.5949367088607596;0.3844372111;0.2392471847713079;0.6479999999999999;0.4436235923;0.0928177038261935;0.34375;0.2182838519;0.3245560226375037;0.5415384615384615;0.433047242;0.1786016743207153;0.3168449197860963;0.247723297;0.305796178005236;0.385802469135802;0.3457993235;0.0601739926320368;0.433888888888889;0.2470314407;0.245379082594688;0.679704476314646;0.4625417794;0.679484410289534;0.897058823529412;0.7882716169;0.713956620225469;0.643518518518518;0.6787375693;0.468936748473256;0.951048951048951;0.7099928497;0.19865318244846;0.668367346938776;0.4335102646;0.263190617960805;0.661434977578475;0.4623127977;0.360759079809469;0.686352509179927;0.5235557944;0.437675317310972;0.733476132190942;0.5855757247;0.376840520342696;0.699510403916769;0.5381754621;0.347705978926605;0.606666666666667;0.4771863227;0.365771367911974;0.642111111111111;0.5039412395;0.309823560956776;0.523888888888889;0.4168562249;0.0503566097781705;0.585526315789474;0.3179414627;0.519895017095505;0.840909090909091;0.680402054;0.472992750367063;0.818181818181818;0.6455872842
